0.005 0.345 0.625 0.635 0.745 0.065 0.615
0.015 0.685 0.475 0.395 0.425 0.715 0.555
0.025 0.795 0.335 0.735 0.565 0.495 0.175
0.035 0.315 0.965 0.285 0.265 0.895 0.255
0.045 0.885 0.855 0.145 0.785 0.145 0.205
0.055 0.035 0.665 0.925 0.935 0.305 0.305
0.065 0.905 0.195 0.835 0.235 0.255 0.035
0.075 0.245 0.145 0.535 0.665 0.165 0.345
0.085 0.945 0.505 0.245 0.365 0.085 0.805
0.095 0.545 0.285 0.135 0.085 0.735 0.225
0.105 0.505 0.685 0.015 0.835 0.575 0.765
0.115 0.105 0.085 0.905 0.075 0.555 0.515
0.125 0.755 0.875 0.795 0.045 0.355 0.875
0.135 0.375 0.265 0.275 0.925 0.385 0.575
0.145 0.065 0.295 0.765 0.805 0.025 0.965
0.155 0.955 0.005 0.315 0.195 0.675 0.325
0.165 0.145 0.765 0.815 0.735 0.785 0.415
0.175 0.415 0.565 0.555 0.495 0.615 0.095
0.185 0.655 0.845 0.055 0.225 0.455 0.395
0.195 0.725 0.585 0.895 0.965 0.865 0.645
0.205 0.455 0.445 0.475 0.205 0.155 0.895
0.215 0.215 0.395 0.095 0.155 0.945 0.545
0.225 0.605 0.925 0.775 0.865 0.985 0.155
0.235 0.355 0.365 0.955 0.025 0.335 0.145
0.245 0.025 0.135 0.325 0.385 0.285 0.715
0.255 0.475 0.415 0.255 0.605 0.835 0.005
0.265 0.205 0.805 0.885 0.275 0.185 0.675
0.275 0.735 0.015 0.585 0.445 0.465 0.795
0.285 0.085 0.545 0.165 0.905 0.875 0.355
0.295 0.285 0.045 0.715 0.975 0.535 0.115
0.305 0.395 0.225 0.855 0.505 0.005 0.435
0.315 0.965 0.675 0.605 0.655 0.965 0.465
0.325 0.855 0.175 0.975 0.845 0.515 0.605
0.335 0.275 0.465 0.045 0.685 0.325 0.665
0.345 0.295 0.835 0.405 0.095 0.055 0.165
0.355 0.845 0.945 0.295 0.525 0.585 0.955
0.365 0.045 0.345 0.985 0.485 0.805 0.775
0.375 0.705 0.115 0.675 0.315 0.915 0.285
0.385 0.555 0.515 0.825 0.115 0.435 0.565
0.395 0.775 0.725 0.195 0.995 0.415 0.275
0.405 0.075 0.895 0.505 0.765 0.235 0.085
0.415 0.765 0.255 0.065 0.645 0.885 0.905
0.425 0.365 0.525 0.455 0.795 0.765 0.835
0.435 0.915 0.745 0.515 0.295 0.295 0.985
0.445 0.125 0.995 0.625 0.325 0.595 0.375
0.455 0.875 0.325 0.355 0.345 0.775 0.105
0.465 0.405 0.605 0.225 0.135 0.205 0.335
0.475 0.615 0.065 0.385 0.035 0.105 0.945
0.485 0.225 0.655 0.365 0.875 0.525 0.475
0.495 0.995 0.905 0.665 0.585 0.425 0.705
0.505 0.195 0.155 0.805 0.545 0.635 0.885
0.515 0.585 0.785 0.105 0.435 0.645 0.025
0.525 0.115 0.355 0.465 0.575 0.075 0.525
0.535 0.165 0.885 0.205 0.065 0.695 0.785
0.545 0.835 0.375 0.645 0.915 0.245 0.915
0.555 0.675 0.935 0.935 0.355 0.135 0.425
0.565 0.305 0.215 0.655 0.125 0.795 0.655
0.575 0.825 0.985 0.025 0.715 0.725 0.485
0.585 0.185 0.575 0.995 0.215 0.505 0.235
0.595 0.805 0.775 0.545 0.055 0.935 0.195
0.605 0.895 0.035 0.745 0.755 0.825 0.725
0.615 0.465 0.275 0.335 0.005 0.975 0.825
0.625 0.925 0.105 0.565 0.465 0.015 0.135
0.635 0.155 0.695 0.035 0.375 0.035 0.315
0.645 0.535 0.555 0.175 0.595 0.275 0.865
0.655 0.325 0.795 0.495 0.955 0.995 0.595
0.665 0.055 0.075 0.115 0.615 0.475 0.385
0.675 0.625 0.825 0.725 0.675 0.685 0.935
0.685 0.525 0.025 0.005 0.175 0.405 0.055
0.695 0.785 0.305 0.875 0.165 0.665 0.755
0.705 0.015 0.715 0.685 0.015 0.365 0.535
0.715 0.595 0.165 0.435 0.285 0.545 0.445
0.725 0.935 0.975 0.965 0.775 0.315 0.845
0.735 0.255 0.535 0.595 0.395 0.115 0.975
0.745 0.575 0.615 0.845 0.815 0.175 0.045
0.755 0.135 0.455 0.695 0.855 0.925 0.745
0.765 0.515 0.915 0.575 0.185 0.845 0.495
0.775 0.425 0.735 0.305 0.455 0.485 0.695
0.785 0.385 0.205 0.215 0.695 0.955 0.185
0.795 0.445 0.865 0.755 0.535 0.095 0.295
0.805 0.495 0.245 0.155 0.255 0.045 0.735
0.815 0.645 0.425 0.235 0.945 0.625 0.815
0.825 0.265 0.495 0.865 0.635 0.745 0.265
0.835 0.815 0.645 0.445 0.105 0.125 0.635
0.845 0.985 0.435 0.075 0.335 0.345 0.245
0.855 0.715 0.185 0.265 0.475 0.215 0.995
0.865 0.745 0.955 0.415 0.885 0.445 0.065
0.875 0.095 0.595 0.345 0.725 0.395 0.925
0.885 0.235 0.705 0.525 0.145 0.565 0.015
0.895 0.635 0.385 0.915 0.415 0.905 0.075
0.905 0.335 0.125 0.615 0.895 0.655 0.405
0.915 0.565 0.635 0.085 0.985 0.815 0.455
0.925 0.435 0.055 0.945 0.245 0.755 0.585
0.935 0.005 0.755 0.425 0.515 0.705 0.215
0.945 0.975 0.235 0.485 0.405 0.605 0.855
0.955 0.665 0.095 0.185 0.555 0.855 0.685
0.965 0.865 0.815 0.375 0.625 0.265 0.505
0.975 0.485 0.485 0.705 0.305 0.225 0.125
0.985 0.175 0.315 0.125 0.825 0.195 0.625
0.995 0.695 0.405 0.785 0.705 0.375 0.365
